Date,Message,ID,Reply_to,Merged_Message,Crowd Level,Direction,Crowd Level new,Direction new,Comparison
25/7/2024 14:24,Can  just let them know you entered through egate when you are returning to SG,93444,93443,If I go in via egate and I joined my friends who drove up can I return via car  Or must get out to go egate Can  just let them know you entered through egate when you are returning to SG,Not related,Not related,Low,Singapore to Malaysia,Different
25/7/2024 13:53,No queue,93439,-1,No queue,Low,Malaysia to Singapore,Low,Not related,Same
25/7/2024 11:49,im out of CIQ liao sibeh hot,93429,-1,im out of CIQ liao sibeh hot,High,Not related,Low,Not related,Different
25/7/2024 11:48,"woodlands have  
911
856
903",93426,93421,"which buses woodlands have  
911
856
903",High,Singapore to Malaysia,High,Not related,Same
25/7/2024 11:39,no nid squeeze w crowd,93417,-1,no nid squeeze w crowd,Low,Not related,Low,Not related,Same
25/7/2024 11:38,maybe ill try taking from marsiling mrt,93414,93404,950 is insanely crowded i missed 3 buses and took 856 and just walked instead haha fyi maybe ill try taking from marsiling mrt,Not related,Not related,Not related,Not related,Same
25/7/2024 11:38,manual counter also quite smooth not much Q,93413,-1,manual counter also quite smooth not much Q,Medium,Not related,Low,Not related,Different
25/7/2024 11:37,nice thank you enjoy your trip ,93412,93411,Egate is empty 0 queue nice thank you enjoy your trip ,Not related,Not related,Not related,Not related,Same
25/7/2024 11:37,Egate is empty 0 queue,93411,93409,alot alot alot alot of elderly be prepared to q for egate also cause alot of them need wait for the officer to help sg side Egate is empty 0 queue,Low,Malaysia to Singapore,Low,Not related,Same
25/7/2024 11:37,alot alot alot alot of elderly be prepared to q for egate also cause alot of them need wait for the officer to help sg side,93409,-1,alot alot alot alot of elderly be prepared to q for egate also cause alot of them need wait for the officer to help sg side,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
25/7/2024 11:35,JB custom no Q,93406,-1,JB custom no Q,Low,Malaysia to Singapore,Low,Not related,Same
25/7/2024 11:35,u cfm will sian the moment u pass thru,93405,93402,im still otw to sg custom  u cfm will sian the moment u pass thru,High,Not related,Not related,Not related,Different
25/7/2024 11:35,950 is insanely crowded i missed 3 buses and took 856 and just walked instead haha fyi,93404,93402,im still otw to sg custom  950 is insanely crowded i missed 3 buses and took 856 and just walked instead haha fyi,High,Not related,High,Malaysia to Singapore,Same
25/7/2024 11:34,im still otw to sg custom ,93402,-1,im still otw to sg custom ,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
25/7/2024 11:34,I think primary n secondary students are nt  schooling,93401,93394,sgjb checkpoint bus q for sbssmrt is ard half of the extended railings is there a holiday today haha I think primary n secondary students are nt  schooling,Not related,Not related,Not related,Not related,Same
25/7/2024 11:34,ok finally got out of the jam,93398,-1,ok finally got out of the jam,High,Not related,Low,Not related,Different
25/7/2024 11:33,oh no,93396,93394,sgjb checkpoint bus q for sbssmrt is ard half of the extended railings is there a holiday today haha oh no,Not related,Not related,Not related,Not related,Same
25/7/2024 11:30,sgjb checkpoint bus q for sbssmrt is ard half of the extended railings is there a holiday today haha,93394,-1,sgjb checkpoint bus q for sbssmrt is ard half of the extended railings is there a holiday today haha,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
24/7/2024 23:24,Make a police report  check with the JB Sentral counter There is a pass office near the KTM entrance,93352,93346,hi guys did anyone see this wallet ard jln jim quee ciq area  Dropped it ard 9pm jn  Make a police report  check with the JB Sentral counter There is a pass office near the KTM entrance,High,Not related,Not related,Not related,Different
24/7/2024 22:53,hi guys did anyone see this wallet ard jln jim quee ciq area  Dropped it ard 9pm jn ,93346,-1,hi guys did anyone see this wallet ard jln jim quee ciq area  Dropped it ard 9pm jn ,High,Not related,Low,Not related,Different
24/7/2024 22:30,"Maybe after 9am different story I got stuck for 5 mins just waiting for the bus queue up from tuas entrance to drop me off to scan passport 
In the queue was tour buses cw buses mini vans toyota alphard mpvs of those sizes",93342,93340,"Avoid 6 to 9am thats when all the tour buses go in But seems like CW buses got a special lane to enter They dont have to queue with the other tour buses Maybe after 9am different story I got stuck for 5 mins just waiting for the bus queue up from tuas entrance to drop me off to scan passport 
In the queue was tour buses cw buses mini vans toyota alphard mpvs of those sizes",High,Singapore to Malaysia,High,Singapore to Malaysia,Same
24/7/2024 22:28,Sure btw most of buses are express bus to Malacca Yong Peng KL Selangor N9 and Kuantan,93341,-1,Sure btw most of buses are express bus to Malacca Yong Peng KL Selangor N9 and Kuantan,High,Not related,Low,Malaysia to Singapore,Different
24/7/2024 22:25,Avoid 6 to 9am thats when all the tour buses go in But seems like CW buses got a special lane to enter They dont have to queue with the other tour buses,93340,93335,Btw what time is the best to enter Tuas on Saturday Avoid 6 to 9am thats when all the tour buses go in But seems like CW buses got a special lane to enter They dont have to queue with the other tour buses,High,Not related,High,Singapore to Malaysia,Same
24/7/2024 22:04,Sure I want to try causeway link bus from Jurong East or Boon lay since havent try it before,93338,-1,Sure I want to try causeway link bus from Jurong East or Boon lay since havent try it before,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
24/7/2024 21:53,Not so sure since i dont use Tuas often If you say weekday anytime after 9am seems ok,93337,93335,Btw what time is the best to enter Tuas on Saturday Not so sure since i dont use Tuas often If you say weekday anytime after 9am seems ok,Low,Not related,Low,Not related,Same
24/7/2024 21:47,Lol,93334,93330,Saw this on facebook Next time anyone says Bas Pekerja Bus Bus I am going to think of this Lol,Not related,Not related,Not related,Not related,Same
24/7/2024 21:24,Saw this on facebook Next time anyone says Bas Pekerja Bus Bus I am going to think of this,93330,-1,Saw this on facebook Next time anyone says Bas Pekerja Bus Bus I am going to think of this,Low,Not related,High,Singapore to Malaysia,Different
24/7/2024 20:09,"Ohhh no la Was sharing it based on my experience today where by I gave a feedback on a local bus I was looking for a proper channel and the staff guided me here So though it will be useful for everyone here as well 

Thanks admin ",93327,93326,"I thought you were reacting to a post shared by an user this morning No worries just checking and not removing it  Admin S Ohhh no la Was sharing it based on my experience today where by I gave a feedback on a local bus I was looking for a proper channel and the staff guided me here So though it will be useful for everyone here as well 

Thanks admin ",High,Not related,High,Singapore to Malaysia,Same
24/7/2024 18:09,"Causewaylink support page I cant insert url because admin enable bot to prevent scammer links 

For those who wants to provide feedback on causewaylink be it a complain or compliments 

Thank you and cheers",93309,-1,"Causewaylink support page I cant insert url because admin enable bot to prevent scammer links 

For those who wants to provide feedback on causewaylink be it a complain or compliments 

Thank you and cheers",High,Not related,High,Not related,Same
24/7/2024 17:43,I cleared SG customs at 530ish,93305,93291,On the causeway now its moving but slowly Towards SG I cleared SG customs at 530ish,Low,Not related,Low,Not related,Same
24/7/2024 17:41,Okay sorry too Thought you were replying on my context,93303,93302,Sorry Its from sg to JB Okay sorry too Thought you were replying on my context,Low,Not related,Not related,Not related,Different
24/7/2024 17:40,Sorry Its from sg to JB,93302,-1,Sorry Its from sg to JB,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
24/7/2024 17:37,Seems still slow from the cameras,93298,93291,On the causeway now its moving but slowly Towards SG Seems still slow from the cameras,High,Not related,Not related,Not related,Different
24/7/2024 17:04,On the causeway now its moving but slowly Towards SG,93291,-1,On the causeway now its moving but slowly Towards SG,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
24/7/2024 16:23,Just wait for the bus and go dont walk Its so dangerous  Your life is more important than beating the jam,93280,-1,Just wait for the bus and go dont walk Its so dangerous  Your life is more important than beating the jam,High,Not related,High,Singapore to Malaysia,Same
24/7/2024 12:09,Not just this CW also have ppl reportedly jump queue 160170170X i havent hear before but not surprised,93254,93252,Not just this CW also have ppl reportedly jump queue 160170170X i havent hear before but not surprised,High,Not related,High,Not related,Same
24/7/2024 12:06,950 less bus,93253,-1,950 less bus,High,Not related,Low,Singapore to Malaysia,Different
24/7/2024 11:43,woodlands,93247,-1,woodlands,High,Not related,High,Not related,Same
24/7/2024 9:31,Before 7am or after 4pm,93236,93228,Hi first time going to JB this weekend when its the best time to go SG  JB on Sat Before 7am or after 4pm,High,Not related,Not related,Not related,Different
24/7/2024 9:29,Saturday after lunchtime 23pm starts to clear up significantly,93233,93228,Hi first time going to JB this weekend when its the best time to go SG  JB on Sat Saturday after lunchtime 23pm starts to clear up significantly,High,Not related,Not related,Not related,Different
23/7/2024 23:31,another one today scroll up to the messages around 1pm today,93217,93216,Hi everyone does anyone know from past experience if the queue to and from JB will be long on National Day another one today scroll up to the messages around 1pm today,High,Not related,Not related,Not related,Different
23/7/2024 23:28,Hi everyone does anyone know from past experience if the queue to and from JB will be long on National Day,93216,-1,Hi everyone does anyone know from past experience if the queue to and from JB will be long on National Day,High,Malaysia to Singapore,High,Not related,Same
23/7/2024 22:30,Before 56 pm,93215,93212,"Hi everyone
If sat  sun come out from jb to sg what is best timing Before 56 pm",Not related,Not related,Not related,Not related,Same
23/7/2024 19:04,"JB Immigration 

From bus to clearance 3 minutes",93189,-1,"JB Immigration 

From bus to clearance 3 minutes",High,Malaysia to Singapore,Low,Malaysia to Singapore,Different
23/7/2024 19:01,"Buses 

1 Public bus queue is starting to near the lifts
2 CW bus queue is moving very quickly the wait is not longer than 30s
3 Completely smooth bus ride across the bridge",93188,-1,"Buses 

1 Public bus queue is starting to near the lifts
2 CW bus queue is moving very quickly the wait is not longer than 30s
3 Completely smooth bus ride across the bridge",Low,Singapore to Malaysia,High,Singapore to Malaysia,Different
23/7/2024 18:59,"SG  JB

Woodlands Immigration

1 Human traffic is heavy but moving
2 Singaporean lanes are taking 5 minutes to clear 
3 NonSingaporeans lanes are moving a lot a lot slower",93187,-1,"SG  JB

Woodlands Immigration

1 Human traffic is heavy but moving
2 Singaporean lanes are taking 5 minutes to clear 
3 NonSingaporeans lanes are moving a lot a lot slower",High,Singapore to Malaysia,High,Singapore to Malaysia,Same
23/7/2024 16:53,what about coming back ,93169,93163,Cuz last time I went to woodlands on Saturday very crowded what about coming back ,High,Malaysia to Singapore,Not related,Not related,Different
23/7/2024 16:04,Cuz last time I went to woodlands on Saturday very crowded,93163,-1,Cuz last time I went to woodlands on Saturday very crowded,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
23/7/2024 16:04,This one I recommend after 12 pm,93162,93159,Any veteran know if i go this Saturday at 12pm via Woodlands will there be long queues at immigration  Sorry newbie here This one I recommend after 12 pm,High,Not related,Not related,Not related,Different
23/7/2024 16:02,Any veteran know if i go this Saturday at 12pm via Woodlands will there be long queues at immigration  Sorry newbie here,93159,-1,Any veteran know if i go this Saturday at 12pm via Woodlands will there be long queues at immigration  Sorry newbie here,High,Singapore to Malaysia,High,Not related,Same
23/7/2024 15:05,"I suggest dont go
Here jam there surge everywhere wait wait Unless you already booked transport lodging activities and have planned ahead for months save yourself some agony ",93154,93151,"If one day trip 10 aug is best as its in between most ppl go in 9 aug and come back 11 aug I suggest dont go
Here jam there surge everywhere wait wait Unless you already booked transport lodging activities and have planned ahead for months save yourself some agony ",High,Not related,High,Not related,Same
23/7/2024 14:48,"This was the previous long weekend almost HALF of singapore went to JB If you think long weekend is a good time to go everyone is thinking the same thing

Just go on normal weekends and take a day of leave if you want to make your own long weekend",93147,-1,"This was the previous long weekend almost HALF of singapore went to JB If you think long weekend is a good time to go everyone is thinking the same thing

Just go on normal weekends and take a day of leave if you want to make your own long weekend",High,Malaysia to Singapore,High,Malaysia to Singapore,Same
23/7/2024 14:45,Those who put clown same same la,93143,93134,Stay sg celebrate sg bday Those who put clown same same la,High,Not related,Not related,Not related,Different
